"","siteIDScheme","media","NSamples","minValue","meanValue","maxValue","sd","pH","TSS","TDS","Cu","Zn","conductivity"
"1973","ksm001MonitoringSite","river",1,0.026,0.026,0.026,NA,-2,21,1048,2,1,3
"1974","ksm001MonitoringSite","Tap",2,8.418,9.763,11.109,1.902,-4,28,985,0,0,2
"1975","ksm001MonitoringSite","river",2,74.222,78.222,82.222,5.656,5,20,995,0,3,4
"1976","ksm001MonitoringSite","vendor",2,6.35,8.65,10.95,3.252,-2,7,1030,3,1,2
"1977","ksm001MonitoringSite","vendor",2,5.633,7.25,8.866,2.286,-7,17,1005,3,2,2
"1978","ksm001MonitoringSite","vendor",7,46.5,66.2286,88.75,12.5174,-7,27,1096,0,1,5
"1979","ksm001MonitoringSite","Tap",1,1.3,1.3,1.3,0,-5,1,1034,3,0,4
"1980","ksm001MonitoringSite","borehole",4,6.5,8.219,10.8,1.865,-2,22,1040,0,3,4
"1981","ksm001MonitoringSite","borehole",2,38,42.437,46.875,6.275,4,14,985,0,0,1
"1982","ksm001MonitoringSite","Tap",2,0.009,0.009,0.009,0,7,4,1105,3,1,4
"1983","ksm001MonitoringSite","vendor",1,0.031,0.031,0.031,NA,-6,4,1081,2,0,5
"1984","ksm001MonitoringSite","Tap",3,73.1429,80.5714,86.4286,6.7808,-2,10,1011,0,3,4
"1985","ksm001MonitoringSite","borehole",1,0.01932,0.01932,0.01932,NA,2,25,1069,2,3,1
"1986","ksm001MonitoringSite","river",3,10.675,11.359,12.035,0.68,1,11,1023,3,2,4
"1987","ksm001MonitoringSite","borehole",1,8.6,8.6,8.6,0,2,30,902,0,0,2
"1988","ksm002MonitoringSite","river",2,7.34,8.23,9.12,1.258,1,21,1090,0,0,1
"1989","ksm001MonitoringSite","Tap",3,8.466,9.533,10.7,1.12,-4,29,1016,0,1,2
"1990","ksm001MonitoringSite","vendor",9,4.6,9.3778,11.7,2.3269,3,20,982,3,0,5
"1991","ksm001MonitoringSite","borehole",2,0.005,0.005,0.006,0,0,12,1044,2,0,3
"1992","ksm001MonitoringSite","borehole",3,0.018,0.02,0.022,0.001,-1,18,952,1,2,3
"1993","ksm001MonitoringSite","Tap",3,55.6,70.955,91.6,18.573,-3,9,1060,2,2,2
"1994","ksm001MonitoringSite","river",2,0.011592,0.016744,0.021896,0.005,0,8,1099,3,0,2
"1995","ksm001MonitoringSite","river",2,83.6,85.933,88.266,3.299,6,21,925,0,1,3
"1996","ksm001MonitoringSite","river",3,59.857,62.161,65.2,2.745,-4,7,1058,3,1,5
"1997","ksm001MonitoringSite","Tap",4,0.005,0.006,0.007,0.001,5,21,1035,3,2,5
"1998","ksm001MonitoringSite","river",2,4.998,6.119,7.24,1.585,0,8,1024,2,2,2
"1999","ksm001MonitoringSite","vendor",2,8.375,10.212,12.05,2.598,-5,7,994,3,1,3
"2000","ksm001MonitoringSite","Tap",2,0.006,0.006,0.006,0,-5,7,1104,1,1,2
"2001","ksm001MonitoringSite","vendor",2,9.228,9.7,10.171,0.666,0,23,914,1,0,3
"2002","ksm001MonitoringSite","borehole",1,7.4286,7.4286,7.4286,NA,-2,4,959,3,3,2
"2003","ksm001MonitoringSite","Tap",2,0.008,0.009,0.009,0,-2,24,989,0,1,4
"2004","ksm001MonitoringSite","river",2,0.018032,0.024472,0.030912,0.007,1,15,1056,0,2,2
"2005","ksm001MonitoringSite","borehole",2,0.008,0.009,0.01,0.0014,5,23,1052,0,2,4
"2006","ksm001MonitoringSite","Tap",3,0.014,0.017,0.019,0.002,1,3,947,2,0,3
"2007","ksm001MonitoringSite","Tap",2,62.666,67.708,72.75,7.13,7,13,1043,2,0,5
"2008","ksm001MonitoringSite","Tap",2,0.016744,0.028336,0.03864,0.011,-6,11,998,2,3,0
"2009","ksm001MonitoringSite","river",3,8.35,9.533,10.55,1.109,6,19,1109,0,3,2
"2010","ksm001MonitoringSite","vendor",1,0.061824,0.061824,0.061824,NA,6,25,1063,2,3,0
"2011","ksm002MonitoringSite","vendor",4,10.2,11.15,12.1,NA,-1,1,1000,3,3,4
"2012","ksm001MonitoringSite","vendor",2,9.033,9.576,10.12,0.768,-4,15,939,2,1,4
"2013","ksm001MonitoringSite","vendor",6,6.742,8.358,9.725,1.136,-6,12,1002,3,1,3
"2014","ksm001MonitoringSite","Tap",2,0.003864,0.005152,0.005152,0,-5,23,1052,1,0,5
"2015","ksm001MonitoringSite","river",4,0.005,0.006,0.007,0,6,18,1094,0,1,5
"2016","ksm001MonitoringSite","Tap",6,0.036,0.056,0.077,0.018,-5,12,925,3,0,0
"2017","ksm001MonitoringSite","Tap",5,0.017,0.024,0.029,0.005,-4,2,1105,3,3,1
"2018","ksm001MonitoringSite","vendor",4,0.003,0.01,0.025,0.01,-3,15,935,1,0,4
"2019","ksm002MonitoringSite","vendor",4,54,57.833,65.333,5.117,4,20,915,0,0,1
"2020","ksm001MonitoringSite","vendor",2,66.818,68.409,70,2.249,-5,1,940,2,2,3
"2021","ksm001MonitoringSite","Tap",2,8.3667,9.3333,10.3,1.3671,-7,15,1062,2,2,3
"2022","ksm001MonitoringSite","river",2,7.211,8.05,8.888,1.186,-3,17,1009,2,1,1
"2023","ksm001MonitoringSite","Tap",2,4.3,7.1,9.9,3.959,-3,15,1020,0,3,1
"2024","ksm001MonitoringSite","borehole",3,66.5,75.69,85,9.25,3,26,1014,3,0,4
"2025","ksm001MonitoringSite","borehole",2,6.737,7.793,8.85,1.493,5,12,995,0,3,5
"2026","ksm001MonitoringSite","vendor",2,7.1,8.256,9.412,1.635,0,22,1056,0,3,2
"2027","ksm001MonitoringSite","vendor",2,0.008,0.009,0.009,0,-3,21,905,1,3,5
"2028","ksm001MonitoringSite","Tap",1,0.082,0.082,0.082,NA,6,5,943,2,1,0
"2029","ksm001MonitoringSite","Tap",2,0.013,0.017,0.021,0.005,0,11,969,3,0,1
"2030","ksm001MonitoringSite","Tap",3,31.666,69.333,94.333,33.198,6,1,901,2,3,3
"2031","ksm001MonitoringSite","river",2,0.007,0.007,0.008,0,-2,18,1017,0,2,3
"2032","ksm001MonitoringSite","vendor",6,0.019,0.028,0.04,0.007,-2,17,1036,1,3,0
"2033","ksm001MonitoringSite","river",5,7.6,8.7,9.4,0.7508,-4,2,949,0,1,2
"2034","ksm001MonitoringSite","river",3,0.0025,0.0039,0.005,0.0013,7,19,990,2,2,1
"2035","ksm001MonitoringSite","vendor",4,0.017,0.043,0.096,0.035,-6,23,909,2,0,1
"2036","ksm001MonitoringSite","river",4,78.642,83.004,93,6.736,-1,15,1081,3,1,0
"2037","ksm001MonitoringSite","Tap",3,75,81.857,91,8.241,0,17,990,3,3,5
"2038","ksm001MonitoringSite","river",5,4.283,5.232,6.24,0.775,6,7,1062,1,0,5
"2039","ksm001MonitoringSite","vendor",2,32.34,49.795,67.25,24.685,-3,9,953,3,1,4
"2040","ksm001MonitoringSite","Tap",3,3,34.083,87.25,46.263,-1,16,1061,3,3,1
"2041","ksm001MonitoringSite","vendor",1,5.5429,5.5429,5.5429,NA,5,12,1044,3,0,0
"2042","ksm001MonitoringSite","vendor",2,62.333,74.916,87.5,17.795,1,14,1099,3,0,0
"2043","ksm001MonitoringSite","borehole",2,64.375,64.616,64.857,0.34,-5,13,941,3,2,5
"2044","ksm001MonitoringSite","Tap",4,0.01288,0.021896,0.042504,0.01,4,27,966,0,1,1
"2045","ksm001MonitoringSite","Tap",2,9.45,9.878,10.306,0.605,-2,26,958,1,3,5
"2046","ksm001MonitoringSite","Tap",1,80.2222,80.2222,80.2222,NA,0,13,957,1,2,1
"2047","ksm001MonitoringSite","Tap",4,2.98,7.97,10.98,3.583,-5,3,1072,1,3,0
"2048","ksm002MonitoringSite","vendor",2,0.016,0.018,0.021,0.003,7,10,1006,1,1,0
"2049","ksm001MonitoringSite","Tap",1,54,54,54,NA,7,1,902,2,3,0
"2050","ksm001MonitoringSite","Tap",4,0.014168,0.082432,0.198352,0.066,-5,2,926,3,3,0
"2051","ksm001MonitoringSite","Tap",4,9.2,9.8,10.55,0.5583,-5,22,940,3,1,1
"2052","ksm001MonitoringSite","borehole",3,8.3,9.2667,10.1,0.9074,2,29,1076,3,3,5
"2053","ksm001MonitoringSite","vendor",1,11.7167,11.7167,11.7167,NA,-1,13,983,2,0,4
"2054","ksm001MonitoringSite","Tap",5,0.018,0.0194,0.021,0.0011,-7,9,1109,1,0,1
"2055","ksm001MonitoringSite","borehole",2,9.038,9.989,10.94,1.344,-4,19,1047,2,3,2
"2056","ksm001MonitoringSite","Tap",5,33,65.2,88.5,24.5525,1,5,1047,1,3,5
"2057","ksm001MonitoringSite","vendor",4,0.008,0.009,0.011,0.001,-2,18,994,3,2,3
"2058","ksm001MonitoringSite","Tap",2,3.6667,5.0583,6.45,1.9681,-7,26,913,3,3,0
"2059","ksm001MonitoringSite","borehole",1,0.0695,0.0695,0.0695,0,7,22,1104,0,3,1
"2060","ksm001MonitoringSite","vendor",3,61.116,66.594,71.5,5.215,1,28,1050,3,2,2
"2061","ksm001MonitoringSite","river",2,75.9,77.45,79,2.192,2,13,972,1,1,0
"2062","ksm001MonitoringSite","river",4,64.5,82.812,94,13.396,-2,5,1061,3,3,1
"2063","ksm001MonitoringSite","borehole",2,7.35,7.7667,8.1833,0.5893,-4,15,977,1,0,2
"2064","ksm001MonitoringSite","borehole",2,72.363,77.318,82.272,7.006,-1,24,1020,3,1,4
"2065","ksm001MonitoringSite","river",2,0.006,0.006,0.007,0,1,13,995,3,3,5
"2066","ksm001MonitoringSite","borehole",3,38,55.4167,87,27.4002,2,5,1008,0,3,3
"2067","ksm001MonitoringSite","vendor",1,104,104,104,NA,7,6,1081,1,0,1
"2068","ksm001MonitoringSite","vendor",4,0.063,0.119,0.22,0.071,7,16,1021,1,2,1
"2069","ksm001MonitoringSite","river",1,0.01,0.01,0.01,0,-1,23,968,0,2,1
"2070","ksm001MonitoringSite","vendor",4,77.1,84.016,93.428,6.931,7,28,1069,2,0,0
"2071","ksm001MonitoringSite","river",2,0.6,2.505,4.41,2.6941,6,4,950,1,3,2
"2072","ksm001MonitoringSite","Tap",2,0.005,0.006,0.007,0.001,7,30,1033,0,2,3
"2073","ksm001MonitoringSite","river",1,53.333,53.333,53.333,NA,-7,5,969,3,0,5
"2074","ksm001MonitoringSite","Tap",12,74,84.3333,90,4.8305,1,18,958,0,3,5
"2075","ksm001MonitoringSite","Tap",2,9.636,10.326,11.016,0.976,2,29,1008,1,2,0
"2076","ksm001MonitoringSite","Tap",2,67.9,69.95,72,2.899,4,21,974,3,3,1
"2077","ksm001MonitoringSite","borehole",2,6.644,7.686,8.728,1.473,5,12,940,0,1,0
"2078","ksm001MonitoringSite","borehole",2,62,70.5,79,12.0208,5,15,1081,3,0,3
"2079","ksm001MonitoringSite","river",1,4,4,4,0,4,6,980,3,0,3
"2080","ksm001MonitoringSite","Tap",4,79,90,95,7.3937,-1,2,958,3,0,1
"2081","ksm001MonitoringSite","vendor",3,0.004,0.006,0.007,0.001,-3,17,1045,0,3,1
"2082","ksm001MonitoringSite","river",2,48.75,57.75,66.75,12.727,3,20,1093,3,3,3
"2083","ksm001MonitoringSite","Tap",6,8.42,9.301,9.65,0.455,-2,30,953,0,0,3
"2084","ksm001MonitoringSite","river",2,4.175,5.712,7.25,2.174,5,6,1056,0,0,0
"2085","ksm001MonitoringSite","river",2,0.004,0.004,0.004,0,6,11,1061,3,1,2
"2086","ksm001MonitoringSite","vendor",3,0.14812,0.55384,1.33308,0.524,5,6,1015,0,0,1
"2087","ksm001MonitoringSite","vendor",7,58.375,73.936,93,13.189,-7,24,1001,2,1,0
"2088","ksm001MonitoringSite","river",4,8.314,9.655,11.3,1.415,-7,8,913,1,1,1
"2089","ksm001MonitoringSite","Tap",2,79.444,84.409,89.375,7.022,-4,8,1016,1,3,1
"2090","ksm001MonitoringSite","vendor",5,59,89.2,115,24.641,1,21,924,0,0,0
"2091","ksm001MonitoringSite","Tap",2,0.019,0.019,0.02,0,4,26,909,1,2,4
"2092","ksm001MonitoringSite","vendor",2,0.015,0.0154,0.0158,5e-04,-6,20,993,0,3,5
"2093","ksm001MonitoringSite","borehole",5,80.5,85.9,91,4.655,4,11,969,1,1,2
"2094","ksm001MonitoringSite","river",2,0.002,0.003,0.004,0.001,7,27,1018,1,0,0
"2095","ksm001MonitoringSite","river",2,67.285,69.5,71.714,3.131,-1,10,1011,2,1,2
"2096","ksm001MonitoringSite","Tap",4,7.5667,8.6667,9.3667,0.7746,0,17,1090,3,1,1
"2097","ksm001MonitoringSite","vendor",5,5.583,6.855,8.825,1.333,1,12,961,1,2,5
"2098","ksm001MonitoringSite","Tap",4,0.011592,0.01932,0.028336,0.006,-3,15,1101,2,0,1
"2099","ksm001MonitoringSite","Tap",2,5.1,6.975,8.85,2.651,0,3,926,3,0,0
"2100","ksm001MonitoringSite","borehole",3,0.010304,0.018032,0.023184,0.004,1,22,1078,3,1,1
"2101","ksm001MonitoringSite","vendor",2,9.525,10.075,10.625,0.777,-6,15,1068,3,1,4
"2102","ksm001MonitoringSite","vendor",2,30.333,63.666,97,47.14,-3,3,994,1,2,4
"2103","ksm001MonitoringSite","borehole",4,5.583,34.395,89,38.886,0,25,997,3,1,2
"2104","ksm001MonitoringSite","Tap",2,0.002576,0.00644,0.009016,0.003,6,13,922,3,2,1
"2105","ksm001MonitoringSite","borehole",2,0.027,0.031,0.035,0.006,-7,11,906,2,2,5
"2106","ksm001MonitoringSite","borehole",1,65.8333,65.8333,65.8333,NA,-3,12,1089,2,3,1
"2107","ksm001MonitoringSite","borehole",4,4.325,8.0188,9.7,2.5071,2,22,1046,0,3,3
"2108","ksm001MonitoringSite","vendor",2,5.8,6.908,8.016,1.567,-5,19,1091,1,0,3
"2109","ksm001MonitoringSite","borehole",7,4.371,7.063,10.342,2.228,0,3,956,1,0,2
"2110","ksm001MonitoringSite","river",5,63,78.371,91.571,11.411,0,29,922,3,1,1
"2111","ksm001MonitoringSite","borehole",1,7.925,7.925,7.925,NA,-5,21,942,1,1,0
"2112","ksm001MonitoringSite","Tap",5,4.025,8.341,11.075,2.7451,-1,21,1069,3,1,5
"2113","ksm001MonitoringSite","Tap",3,8.883,9.271,9.93,0.573,6,23,944,2,1,4
"2114","ksm001MonitoringSite","Tap",1,6.266,6.266,6.266,NA,-1,4,1027,3,2,5
"2115","ksm001MonitoringSite","borehole",3,0,0.011592,0.02576,0.01,7,11,1013,0,2,1
"2116","ksm001MonitoringSite","Tap",4,12.3,12.9,13.7,0.5831,1,20,976,2,0,2
"2117","ksm001MonitoringSite","vendor",2,6.5,6.916,7.333,0.589,-5,3,1064,0,1,2
"2118","ksm001MonitoringSite","vendor",3,0.108,0.163,0.262,0.085,6,1,989,0,0,0
"2119","ksm001MonitoringSite","river",2,9.483,9.716,9.95,0.33,5,1,1037,1,2,3
"2120","ksm001MonitoringSite","river",2,0.009,0.009,0.009,0,2,15,1096,1,2,0
"2121","ksm001MonitoringSite","river",4,0.013,0.023,0.035,0.011,-5,11,1062,3,3,3
"2122","ksm001MonitoringSite","borehole",2,0.024,0.039,0.054,0.021,2,20,974,2,2,4
"2123","ksm001MonitoringSite","Tap",2,0.009,0.013,0.018,0.006,-2,6,995,2,1,2
"2124","ksm001MonitoringSite","Tap",2,67.5,78,88.5,14.849,-6,18,989,0,0,1
"2125","ksm001MonitoringSite","vendor",3,0.005,0.005,0.006,0,-5,22,1006,0,0,3
"2126","ksm001MonitoringSite","borehole",1,0.0055,0.0055,0.0055,0,-2,27,978,2,0,2
"2127","ksm001MonitoringSite","vendor",2,65.818,70.309,74.8,6.351,-6,28,997,2,2,1
"2128","ksm001MonitoringSite","river",2,17,51.9,86.8,49.356,3,12,1042,2,0,1
"2129","ksm001MonitoringSite","vendor",2,7.75,7.825,7.9,0.1061,3,30,943,1,0,0
"2130","ksm001MonitoringSite","vendor",2,73.812,77.5,81.187,5.214,-1,13,914,1,3,3
"2131","ksm001MonitoringSite","borehole",9,52.333,67.248,87.9,11.211,-1,21,960,0,3,0
"2132","ksm001MonitoringSite","vendor",1,4.9,4.9,4.9,0,-4,17,1025,1,3,3
"2133","ksm001MonitoringSite","Tap",3,73.892,83.153,88.9,8.097,7,2,946,0,2,2
"2134","ksm001MonitoringSite","vendor",3,5.12,6.373,7.8,1.348,4,19,961,3,2,0
"2135","ksm001MonitoringSite","vendor",5,3.295,7.016,13.628,4.53298,4,14,1018,3,0,2
"2136","ksm001MonitoringSite","river",2,58,73.166,88.333,21.448,-3,18,1038,2,0,5
"2137","ksm001MonitoringSite","Tap",7,6.85,8.675,9.95,1.092,1,26,975,3,3,1
"2138","ksm001MonitoringSite","borehole",2,0.015,0.019,0.024,0.006,-4,23,977,0,1,2
"2139","ksm001MonitoringSite","vendor",9,8.3,9.3222,10.6,0.8348,2,17,974,1,3,3
"2140","ksm001MonitoringSite","borehole",2,42.5,47.75,53,7.424,-3,14,939,3,2,0
"2141","ksm001MonitoringSite","Tap",2,30,60,90,42.426,2,3,1076,0,1,4
"2142","ksm001MonitoringSite","vendor",2,42.714,49.142,55.571,9.091,1,12,954,2,3,1
"2143","ksm001MonitoringSite","borehole",4,37.5,76.833,103,29.781,2,8,1004,2,3,4
"2144","ksm001MonitoringSite","river",5,30,61.033,96.333,26.03,-4,20,1047,2,2,1
"2145","ksm001MonitoringSite","vendor",10,3.333,44.15,86,34.76,5,27,904,0,2,5
"2146","ksm001MonitoringSite","borehole",2,0.007,0.007,0.008,0,3,24,929,3,3,5
"2147","ksm001MonitoringSite","vendor",4,54.666,67.277,77,9.453,4,12,955,1,0,3
"2148","ksm001MonitoringSite","Tap",2,54.666,54.916,55.166,0.353,5,30,1042,1,3,5
"2149","ksm002MonitoringSite","borehole",2,60.5,77.5,94.5,24.041,3,22,1028,3,3,5
"2150","ksm001MonitoringSite","borehole",2,27.166,54.583,82,38.773,7,1,1079,3,3,3
"2151","ksm001MonitoringSite","Tap",2,74.8,75.75,76.7,1.343,-3,30,941,1,0,5
"2152","ksm001MonitoringSite","borehole",2,0.001288,0.005152,0.009016,0.004,-6,21,943,2,2,2
"2153","ksm001MonitoringSite","borehole",2,3.12,6.82,10.52,5.232,-6,30,914,0,1,1
"2154","ksm001MonitoringSite","Tap",3,9.545,10.832,11.518,1.115,-6,18,969,3,1,2
"2155","ksm001MonitoringSite","river",2,1.48,1.54,1.6,0.0848528137423858,5,7,1089,1,2,1
"2156","ksm002MonitoringSite","borehole",2,0.005152,0.01288,0.01932,0.008,1,24,1094,3,2,0
"2157","ksm001MonitoringSite","borehole",2,7.212,8.584,9.957,1.94,-1,25,953,3,2,0
"2158","ksm001MonitoringSite","river",1,10.625,10.625,10.625,0,5,22,1022,3,0,4
"2159","ksm001MonitoringSite","river",2,7.5,7.581,7.662,0.1149,3,6,969,3,1,0
"2160","ksm001MonitoringSite","Tap",6,0.029,0.033,0.042,0.004,0,25,1062,3,3,4
"2161","ksm001MonitoringSite","borehole",2,0.00644,0.011592,0.016744,0.005,0,24,925,2,3,5
"2162","ksm001MonitoringSite","vendor",3,0.012,0.012,0.014,0.001,1,14,1026,0,1,2
"2163","ksm001MonitoringSite","Tap",1,8.4,8.4,8.4,NA,-2,28,1051,3,3,2
"2164","ksm001MonitoringSite","Tap",2,0.013,0.013,0.014,0.001,-4,7,1047,1,0,4
"2165","ksm001MonitoringSite","vendor",5,12.6,12.78,13,0.2049,-2,12,1018,2,0,1
"2166","ksm001MonitoringSite","river",2,89.2,89.7,90.2,0.7071,-4,2,984,2,0,5
"2167","ksm001MonitoringSite","vendor",1,0.002576,0.002576,0.002576,NA,-2,26,992,1,3,1
"2168","ksm001MonitoringSite","Tap",5,0.013,0.017,0.025,0.005,5,24,977,2,2,3
"2169","ksm001MonitoringSite","Tap",4,79.928,83.061,86.111,2.746,-6,1,1018,3,1,3
"2170","ksm001MonitoringSite","Tap",2,0.005152,0.007728,0.010304,0.002,-3,25,1040,1,1,1
"2171","ksm001MonitoringSite","vendor",2,0.026,0.054,0.083,0.04,-5,29,1099,0,2,0
"2172","ksm001MonitoringSite","borehole",4,78.357,81.849,84.928,3.173,-4,17,932,3,2,3
"2173","ksm001MonitoringSite","Tap",5,0.073416,0.176456,0.255024,0.051,-4,25,1083,2,0,1
"2174","ksm001MonitoringSite","borehole",4,0.017,0.021,0.025,0.003,5,12,970,1,3,0
"2175","ksm001MonitoringSite","Tap",4,8.6,9.0167,9.5,0.4221,6,9,1108,3,0,1
"2176","ksm001MonitoringSite","borehole",2,73,78.3333,83.6667,7.5425,1,23,988,0,0,3
"2177","ksm001MonitoringSite","borehole",1,0.014,0.014,0.014,0,7,27,985,2,2,4
"2178","ksm001MonitoringSite","Tap",4,0.002576,0.01288,0.027048,0.008,3,18,1016,3,2,1
"2179","ksm001MonitoringSite","vendor",4,0.019,0.03,0.037,0.008,5,27,1020,0,0,4
"2180","ksm001MonitoringSite","borehole",3,0.069552,0.155848,0.322,0.111,5,2,1071,3,1,4
"2181","ksm001MonitoringSite","river",2,51.375,58.616,65.857,10.24,-1,5,1057,3,2,4
"2182","ksm001MonitoringSite","river",3,8.583,8.994,9.483,0.455,-2,18,1060,2,2,0
"2183","ksm001MonitoringSite","vendor",5,30.25,53.7,91,24.252,7,12,1054,1,3,3
"2184","ksm001MonitoringSite","river",2,58.8333,62.2167,65.6,4.7848,-7,17,1059,0,1,4
"2185","ksm001MonitoringSite","river",4,0.03,0.039,0.051,0.01,-3,4,1083,3,0,2
"2186","ksm001MonitoringSite","Tap",2,8.712,10.077,11.442,1.93,1,16,959,2,2,2
"2187","ksm001MonitoringSite","river",7,26.5,53.809,76,17.668,-3,5,1048,1,3,1
"2188","ksm001MonitoringSite","Tap",2,0.006,0.007,0.008,0.001,-6,5,1074,1,0,0
"2189","ksm001MonitoringSite","borehole",3,5.06,6.06,6.8,0.898,-4,8,986,2,3,5
"2190","ksm001MonitoringSite","Tap",3,49.2,65.511,88,20.124,5,30,1104,3,1,1
"2191","ksm001MonitoringSite","vendor",2,0.015,0.0248,0.0347,0.0139,4,3,924,3,3,0
"2192","ksm001MonitoringSite","borehole",6,0.008,0.01,0.013,0.001,3,8,946,2,1,0
"2193","ksm001MonitoringSite","vendor",13,52.4,66.692,88,11.283,0,16,1095,1,1,4
"2194","ksm001MonitoringSite","borehole",5,3.633,7.446,10.133,2.737,5,28,1073,0,0,1
"2195","ksm001MonitoringSite","river",3,0.013,0.015,0.019,0.003,-3,1,1044,3,0,3
"2196","ksm001MonitoringSite","vendor",6,0.048,0.064,0.074,0.009,0,10,935,0,2,4
"2197","ksm001MonitoringSite","vendor",2,8.823,9.815,10.807,1.403,-4,24,1109,3,2,3
"2198","ksm001MonitoringSite","borehole",3,23.4,31.8,39.25,7.967,-1,4,941,0,0,0
"2199","ksm001MonitoringSite","river",2,0.011592,0.014168,0.016744,0.002,6,22,959,2,0,0
"2200","ksm001MonitoringSite","Tap",3,80.3333,85.5111,89.8,4.7955,6,8,987,0,1,0
"2201","ksm001MonitoringSite","borehole",2,68.166,80.983,93.8,18.125,-4,4,1092,0,1,1
"2202","ksm001MonitoringSite","river",3,8.05,9.875,11.277,1.655,-7,19,1048,3,1,4
"2203","ksm001MonitoringSite","vendor",5,37.25,54.52,87.5,19.196,-4,30,1077,2,3,2
"2204","ksm001MonitoringSite","Tap",6,0.041,0.062,0.093,0.018,-7,14,1052,0,3,2
"2205","ksm001MonitoringSite","river",2,0.007,0.008,0.009,0.001,-3,23,1089,0,2,3
"2206","ksm001MonitoringSite","borehole",5,0.015,0.018,0.026,0.004,-5,18,1063,0,0,2
"2207","ksm001MonitoringSite","vendor",2,0.018,0.02,0.022,0.002,4,7,949,0,1,2
"2208","ksm001MonitoringSite","Tap",3,0.011,0.013,0.015,0.002,-2,10,1100,3,3,1
"2209","ksm001MonitoringSite","river",5,4.5,5.673,7.675,1.43,-6,21,1039,1,0,5
"2210","ksm001MonitoringSite","Tap",2,6.583,8.016,9.45,2.027,-6,28,973,3,2,2
"2211","ksm001MonitoringSite","Tap",2,58.333,68.333,78.333,14.142,3,22,1059,1,1,2
"2212","ksm001MonitoringSite","borehole",5,0.008,0.011,0.016,0.003,-7,25,1038,0,0,0
"2213","ksm001MonitoringSite","river",4,61.444,68.94,82.714,9.538,0,9,1103,0,0,5
"2214","ksm001MonitoringSite","borehole",1,52.25,52.25,52.25,NA,3,20,947,2,2,5
"2215","ksm001MonitoringSite","vendor",3,67.416,77.5,93.75,14.208,7,28,1036,1,2,1
"2216","ksm001MonitoringSite","vendor",2,9.4,9.55,9.7,0.212132034355964,-5,12,1066,2,2,1
"2217","ksm001MonitoringSite","river",3,94.5,100.5,107,6.265,7,2,988,0,3,5
"2218","ksm001MonitoringSite","vendor",2,8.73,9.535,10.341,1.139,3,29,978,0,0,4
"2219","ksm001MonitoringSite","vendor",2,6.04,7.25,8.46,1.711,7,19,1109,3,3,3
"2220","ksm001MonitoringSite","Tap",2,0.006,0.007,0.008,0,-2,9,912,2,2,1
"2221","ksm001MonitoringSite","vendor",2,8.133,8.516,8.9,0.542,1,17,933,1,2,5
"2222","ksm001MonitoringSite","Tap",2,7.571,9.015,10.46,2.042,3,1,1060,3,3,1
"2223","ksm001MonitoringSite","river",2,0.034,0.045,0.057,0.016,7,29,1032,3,3,3
"2224","ksm001MonitoringSite","borehole",2,38.75,49.946,61.142,15.834,5,17,992,2,1,4
"2225","ksm001MonitoringSite","Tap",1,9.2667,9.2667,9.2667,0,-6,5,1038,1,2,3
"2226","ksm001MonitoringSite","river",2,10.2,11.157,12.115,1.354,-3,4,1015,0,2,1
"2227","ksm001MonitoringSite","vendor",2,49.333,56.111,62.888,9.585,0,1,1080,2,0,3
"2228","ksm001MonitoringSite","borehole",4,16.5,50.25,116.5,45.402,-5,11,917,0,0,2
"2229","ksm001MonitoringSite","vendor",25,7.9,10.1,13.2,1.533,-4,30,994,1,0,1
"2230","ksm001MonitoringSite","Tap",6,5.8,7.74,9.8,1.563,1,19,966,3,2,3
"2231","ksm001MonitoringSite","borehole",2,0.014,0.016,0.018,0.002,-2,21,1039,3,3,5
"2232","ksm001MonitoringSite","Tap",1,0.017,0.017,0.017,NA,0,8,1011,3,2,5
"2233","ksm001MonitoringSite","river",1,2.5,2.5,2.5,0,2,2,966,0,2,4
"2234","ksm001MonitoringSite","borehole",4,30.3333,31.25,33.3333,1.424,-7,27,1108,2,0,4
"2235","ksm001MonitoringSite","river",6,64.464,83.551,99.272,11.599,-5,18,1048,1,2,4
"2236","ksm001MonitoringSite","borehole",1,3.98,3.98,3.98,0,-7,14,1013,3,3,1
"2237","ksm001MonitoringSite","Tap",3,70,85.333,96,13.613,-1,17,1025,1,0,2
"2238","ksm001MonitoringSite","river",2,0.011,0.012,0.012,0,-1,3,919,2,1,4
"2239","ksm001MonitoringSite","vendor",2,55,70.083,85.166,21.331,-6,21,1029,2,1,4
"2240","ksm001MonitoringSite","Tap",3,3.74,7.0533,10.6,3.4359,5,21,931,2,3,5
"2241","ksm001MonitoringSite","Tap",2,0.017,0.174,0.332,0.223,3,14,960,1,2,3
"2242","ksm001MonitoringSite","river",2,0.005152,0.010304,0.015456,0.005,-4,6,1061,2,0,2
"2243","ksm001MonitoringSite","Tap",2,1,1.675,2.58,1.27986327394765,7,14,1088,1,3,5
"2244","ksm001MonitoringSite","river",4,0.01,0.011,0.012,0,-6,14,1083,0,3,1
"2245","ksm001MonitoringSite","vendor",4,0.014,0.018,0.024,0.004,3,2,1014,2,0,0
"2246","ksm001MonitoringSite","river",7,0.010304,0.02576,0.061824,0.014,-7,23,1064,0,1,2
"2247","ksm001MonitoringSite","river",2,7.183,7.791,8.4,0.86,2,5,955,0,3,3
